Date,Close,Open,High,Low,Volume,Change%
2023-07-18,"1,174.09","1,173.13","1,175.70","1,170.04",837.14K,0.08%
2023-07-17,"1,173.13","1,171.75","1,174.89","1,168.77",914.62K,0.40%
2023-07-14,"1,168.40","1,165.42","1,169.84","1,156.28",1.04M,0.26%
2023-07-13,"1,165.42","1,154.20","1,165.42","1,154.20",806.74K,0.97%
2023-07-12,"1,154.20","1,151.77","1,157.43","1,149.28",788.16K,0.21%
2023-07-11,"1,151.77","1,149.02","1,157.01","1,149.02",936.91K,0.24%
2023-07-10,"1,149.02","1,138.07","1,149.02","1,138.07",879.43K,0.96%
2023-07-07,"1,138.07","1,126.22","1,138.07","1,122.94",798.40K,1.05%
2023-07-06,"1,126.22","1,134.62","1,135.81","1,122.35",921.11K,-0.74%
2023-07-05,"1,134.62","1,132.00","1,138.67","1,132.00",807.03K,0.23%
2023-07-04,"1,132.00","1,125.50","1,132.12","1,123.49",701.31K,0.58%
2023-07-03,"1,125.50","1,120.18","1,128.35","1,120.18",558.38K,0.47%
2023-06-30,"1,120.18","1,125.39","1,126.33","1,120.01",617.53K,-0.46%
2023-06-29,"1,125.39","1,139.42","1,140.43","1,125.39",906.89K,-1.14%
2023-06-28,"1,138.35","1,134.33","1,140.56","1,131.86",892.14K,0.35%
2023-06-27,"1,134.33","1,132.03","1,136.49","1,128.82",722.00K,0.20%
2023-06-26,"1,132.03","1,129.38","1,134.00","1,119.95",1.04M,0.23%
2023-06-23,"1,129.38","1,125.30","1,130.61","1,122.62",906.63K,0.36%
2023-06-22,"1,125.30","1,118.46","1,127.54","1,118.46",919.32K,0.61%
2023-06-21,"1,118.46","1,112.73","1,118.46","1,110.65",875.89K,0.61%
2023-06-20,"1,111.72","1,105.40","1,111.72","1,102.58",695.59K,0.57%
2023-06-19,"1,105.40","1,115.22","1,117.23","1,104.73",811.31K,-0.88%
2023-06-16,"1,115.22","1,116.97","1,128.92","1,112.51",1.17M,-0.16%
2023-06-15,"1,116.97","1,117.42","1,120.13","1,112.11",716.88K,-0.04%
2023-06-14,"1,117.42","1,122.46","1,129.49","1,117.42",928.60K,-0.45%
2023-06-13,"1,122.46","1,116.02","1,122.46","1,116.02",943.54K,0.58%
2023-06-12,"1,116.02","1,110.26","1,116.02","1,100.08",797.98K,0.77%
2023-06-09,"1,107.53","1,101.32","1,107.53","1,097.23",902.21K,0.56%
2023-06-08,"1,101.32","1,109.54","1,115.14","1,101.32",1.32M,-0.74%
2023-06-07,"1,109.54","1,108.31","1,112.28","1,104.26",1.00M,0.11%
2023-06-06,"1,108.31","1,097.82","1,108.31","1,097.82",842.76K,0.96%
2023-06-05,"1,097.82","1,090.84","1,103.81","1,090.84",948.36K,0.64%
2023-06-02,"1,090.84","1,084.19","1,092.24","1,083.36",1.04M,1.15%
2023-06-01,"1,078.39","1,075.17","1,078.39","1,071.61",856.81K,0.30%
2023-05-31,"1,075.17","1,078.05","1,079.11","1,071.38",924.36K,-0.27%
2023-05-30,"1,078.05","1,074.98","1,079.31","1,071.01",922.94K,0.29%
2023-05-29,"1,074.98","1,063.76","1,077.18","1,063.76",844.88K,1.05%
2023-05-26,"1,063.76","1,064.63","1,067.28","1,063.76",640.72K,-0.08%
2023-05-25,"1,064.63","1,061.79","1,065.50","1,057.91",669.53K,0.27%
2023-05-24,"1,061.79","1,065.85","1,069.61","1,060.60",794.10K,-0.38%
2023-05-23,"1,065.85","1,073.12","1,073.96","1,062.15",721.99K,-0.45%
2023-05-22,"1,070.64","1,067.07","1,070.64","1,065.88",711.11K,0.33%
2023-05-19,"1,067.07","1,068.31","1,070.15","1,058.56",755.49K,-0.12%
2023-05-18,"1,068.31","1,060.44","1,073.41","1,060.44",649.54K,0.74%
2023-05-17,"1,060.44","1,065.91","1,069.95","1,060.44",836.83K,-0.51%
2023-05-16,"1,065.91","1,065.71","1,069.27","1,063.65",681.38K,0.02%
2023-05-15,"1,065.71","1,066.90","1,076.32","1,065.71",834.50K,-0.11%
2023-05-12,"1,066.90","1,057.12","1,066.90","1,053.97",725.83K,0.93%
2023-05-11,"1,057.12","1,058.26","1,063.69","1,056.72",708.31K,-0.11%
2023-05-10,"1,058.26","1,055.62","1,058.67","1,053.34",717.42K,0.43%
2023-05-09,"1,053.77","1,055.42","1,058.71","1,052.68",564.40K,0.03%
2023-05-08,"1,053.44","1,040.31","1,053.44","1,040.31",655.53K,1.26%
2023-05-05,"1,040.31","1,040.61","1,043.22","1,036.69",547.78K,-0.03%
2023-05-04,"1,040.61","1,049.12","1,049.12","1,038.18",625.81K,-0.81%
2023-04-28,"1,049.12","1,043.17","1,049.12","1,042.04",613.14K,0.91%
2023-04-27,"1,039.63","1,040.80","1,044.25","1,037.62",511.73K,-0.11%
2023-04-26,"1,040.80","1,034.85","1,040.80","1,029.19",576.78K,0.57%
2023-04-25,"1,034.85","1,045.87","1,045.87","1,032.49",539.59K,-0.63%
2023-04-24,"1,041.36","1,042.91","1,047.18","1,038.36",556.99K,-0.15%
2023-04-21,"1,042.91","1,049.25","1,050.40","1,041.26",553.03K,-0.60%
2023-04-20,"1,049.25","1,048.98","1,051.86","1,045.85",373.75K,0.03%
2023-04-19,"1,048.98","1,055.02","1,058.14","1,047.47",569.68K,-0.57%
2023-04-18,"1,055.02","1,053.81","1,057.15","1,050.89",539.76K,0.11%
2023-04-17,"1,053.81","1,052.89","1,054.72","1,049.11",453.79K,0.09%
2023-04-14,"1,052.89","1,064.30","1,068.79","1,052.89",786.53K,-1.07%
2023-04-13,"1,064.30","1,069.45","1,070.96","1,062.26",673.04K,-0.48%
2023-04-12,"1,069.45","1,071.61","1,072.70","1,066.43",726.16K,0.00%
2023-04-11,"1,069.46","1,065.35","1,070.56","1,056.90",697.78K,0.39%
2023-04-10,"1,065.35","1,073.86","1,075.54","1,063.45",857.46K,-0.41%
2023-04-07,"1,069.71","1,070.91","1,072.94","1,063.70",646.00K,-0.11%
2023-04-06,"1,070.91","1,080.86","1,084.52","1,070.91",998.76K,-0.92%
2023-04-05,"1,080.86","1,078.45","1,080.86","1,074.10",793.75K,0.22%
2023-04-04,"1,078.45","1,079.28","1,082.21","1,075.10",803.89K,-0.08%
2023-04-03,"1,079.28","1,064.64","1,079.28","1,064.64",821.31K,1.38%
2023-03-31,"1,064.64","1,059.44","1,067.55","1,059.44",639.93K,0.49%
2023-03-30,"1,059.44","1,056.33","1,066.23","1,056.33",633.98K,0.29%
2023-03-29,"1,056.33","1,054.29","1,056.33","1,048.26",460.96K,0.19%
2023-03-28,"1,054.29","1,052.25","1,059.83","1,051.75",648.10K,0.19%
2023-03-27,"1,052.25","1,047.78","1,053.78","1,041.99",556.95K,0.52%
2023-03-24,"1,046.79","1,045.10","1,052.29","1,044.02",579.74K,0.16%
2023-03-23,"1,045.10","1,040.54","1,045.10","1,030.93",431.45K,0.44%
2023-03-22,"1,040.54","1,032.43","1,042.84","1,032.43",458.78K,0.79%
2023-03-21,"1,032.43","1,023.10","1,036.15","1,017.05",474.89K,0.91%
2023-03-20,"1,023.10","1,045.14","1,045.14","1,022.71",567.36K,-2.11%
2023-03-17,"1,045.14","1,047.40","1,055.42","1,043.54",564.93K,-0.22%
2023-03-16,"1,047.40","1,062.19","1,062.19","1,043.65",532.93K,-1.39%
2023-03-15,"1,062.19","1,040.13","1,062.55","1,040.13",622.86K,2.12%
2023-03-14,"1,040.13","1,052.80","1,052.80","1,034.72",621.19K,-1.20%
2023-03-13,"1,052.80","1,053.00","1,055.58","1,045.46",625.07K,-0.02%
2023-03-10,"1,053.00","1,055.95","1,055.95","1,046.31",508.59K,-0.28%
2023-03-09,"1,055.95","1,049.18","1,060.56","1,049.18",609.04K,0.65%
2023-03-08,"1,049.18","1,037.84","1,049.18","1,027.80",510.28K,1.09%
2023-03-07,"1,037.84","1,027.18","1,043.92","1,027.18",473.17K,1.04%
2023-03-06,"1,027.18","1,024.77","1,042.43","1,024.77",421.90K,0.24%
2023-03-03,"1,024.77","1,038.10","1,041.82","1,022.78",447.72K,-1.24%
2023-03-02,"1,037.61","1,039.00","1,043.80","1,033.07",373.16K,-0.28%
2023-03-01,"1,040.55","1,024.68","1,040.55","1,013.37",523.62K,1.55%
